prosjektnummer,prosjekttittel,soknadsfrist,soknadsdato,utlysnings_id,utlysningsaktivitet,utlysningtittel,prosjekttype,soknadstype,soknadstypevariant,sokstart,sokslutt,prosjektfase,prosjektstart,prosjektslutt,prosjektleder_kjonn,prosjektansvarlig_type,prosjektansvarlig_navn,kortnavn,organisasjonsnummer,kp1,kp2,sektor,kategori,kommune,kommunenummer,fylke,fylkenummer,landsdel,virkemiddel_sekvens,virkemiddel,hovedaktivitet_sekvens,hovedaktivitet,aktivitet,aktivitet_kode,fagomraade,fag,fagdisiplin,dr_stip_aarsverk,postdok_aarsverk,sokt_belop,tildelt_belop,prosjektleder
145961,Center of Research on Human Cognition,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Psykologisk institutt,UIO,0,102,10,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Psykologi,Kognitiv psykologi,0.0,0.0,19300000.0,0.0,
145963,"Centre of Molecular Biology
(se adm. notat)",,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Rikshospitalet,OUS,0,501,10,Helseforetak,Helse Sør-Øst RHF,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Medisin og helsefag,"Basale medisinske, odont. og veterinærmed. fag",Medisinsk molekylærbiologi,0.0,0.0,22000000.0,0.0,
145965,Centre of Mycobacteriology - New strategies for prevention of tuberculosis,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,FOLKEHELSEINSTITUTTET,FHI,983744516,707,32,Instituttsektor,Øvrige forskningsinstitutter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Medisin og helsefag,"Basale medisinske, odont. og veterinærmed. fag",Medisinsk mikrobiologi,0.0,0.0,12350000.0,0.0,
145966,Centre of Excellence for vaccinology and immunotherapy (CEVI),,2002-01-11 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,"Laboratoriemedisin RH/DNR, Instituttgruppe for",UIO,0,102,12,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Medisin og helsefag,"Basale medisinske, odont. og veterinærmed. fag",Medisinsk immunologi,0.0,0.0,14100000.0,0.0,
145967,"The Center of Neuroscience
(se adm.notat)",,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,DET MEDISINSKE FAKULTET,UIO,0,102,12,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Medisin og helsefag,"Basale medisinske, odont. og veterinærmed. fag",Anatomi fysisk antropolgi,0.0,0.0,20100000.0,0.0,
145969,SETUP: The Centre for Study of Energy Depositions and Transport in the Upper Atmospher,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2012,Vurderes,2002,2012,MANN,Organisasjon,FAKULTET FOR NATURVITENSKAP OG TEKNOLOGI,UIT,0,103,15,UoH-sektor,Universiteter,Tromsø,5501,Troms - Romsa - Tromssa,55,Nord-Norge,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Fysikk,"Astrofysikk, astronomi",0.0,0.0,129100000.0,0.0,
145972,Advanced Oxide Materials,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,DET MATEMATISK-NATURVITENSKAPELIGE FAKULTET,UIO,0,102,15,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Teknologi,Materialteknologi,Materialteknologi,0.0,0.0,195660000.0,0.0,
145974,Light Metals Technology,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2012,Vurderes,2002,2012,MANN,Organisasjon,Institutt for materialteknologi,NTNU,0,104,15,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Teknologi,Materialteknologi,Materialteknologi,0.0,0.0,189346000.0,0.0,
145975,Centre for Energy and Environmental Economics (CEEE),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,STATISTISK SENTRALBYRÅ,SSB,971526920,707,08,Instituttsektor,Øvrige forskningsinstitutter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Økonomi,Miljø og ressursøkonomi (2003),0.0,0.0,97000000.0,0.0,
145976,Centre for Cellular Signalling in Health and Disease,,2002-01-11 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Institutt for medisinske basalfag,UIO,0,102,12,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Medisin og helsefag,"Basale medisinske, odont. og veterinærmed. fag",Medisinsk biokjemi,0.0,0.0,19996000.0,0.0,
145977,"Center of Molecular Biology and Neuroscience, CMBN/Senter for molekylærbiologi og nevrovitenskap",,2002-01-11 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2012,Avsluttet,2002,2013,KVINNE,Organisasjon,UNIVERSITETET I OSLO,UIO,971035854,102,00,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Medisin og helsefag,"Basale medisinske, odont. og veterinærmed. fag",Medisinsk molekylærbiologi,74.57,48.6,263894000.0,210000000.0,Tone Tønjum
145978,Center of Molecular Cancer Research,,2002-01-11 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,KVINNE,Organisasjon,Rikshospitalet,OUS,0,501,10,Helseforetak,Helse Sør-Øst RHF,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Medisin og helsefag,"Basale medisinske, odont. og veterinærmed. fag",Medisinsk molekylærbiologi,0.0,0.0,4750000.0,0.0,
145980,Norwegian Center of Excellence for Energy and Environmental Research (NCEEER),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,SAMFUNNS- OG NÆRINGSLIVSFORSKNING AS,SNF,984005776,702,23,Instituttsektor,Nasjonale samfunnsvitenskapelige institutter,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Økonomi,Miljø og ressursøkonomi (2003),0.0,0.0,113500000.0,0.0,
145982,Centre of Excellence in International Health Research,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,DET MEDISINSKE FAKULTET,UIB,0,101,12,UoH-sektor,Universiteter,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Medisin og helsefag,"Basale medisinske, odont. og veterinærmed. fag",Medisinsk mikrobiologi,0.0,0.0,9000000.0,0.0,
145983,Centre of Excellence for Land-Coastal Ocean Interaction Studies (CELOISE),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,STIFTELSEN NILU,NILU,941705561,705,05,Instituttsektor,Miljøinstitutter,Lillestrøm,3205,Akershus,32,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Matematikk/naturvitenskap - tverrfaglig,Tverr/flerfaglig mat.nat og andre fagområder,0.0,0.0,164300000.0,0.0,
145984,"CoE in Health complaints, illness and disease",,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,UNIVERSITETET I BERGEN,UIB,874789542,101,00,UoH-sektor,Universiteter,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Psykologi,Kognitiv psykologi,0.0,0.0,8100000.0,0.0,
145985,Center for Translational Cancer Research,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,UNIVERSITETET I BERGEN,UIB,874789542,101,00,UoH-sektor,Universiteter,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Medisin og helsefag,"Basale medisinske, odont. og veterinærmed. fag",Medisinsk molekylærbiologi,0.0,0.0,13600000.0,0.0,
145986,"Centre for Registry Based Genetic Epidemiology, The  Medical Birth Registry of Norway",,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,UNIVERSITETET I BERGEN,UIB,874789542,101,00,UoH-sektor,Universiteter,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Medisin og helsefag,Helsefag,"Epidemiolog, med./odont. stat.",0.0,0.0,15200000.0,0.0,
145987,The University of Bergen Mental Health Research Center,,2002-01-11 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,UNIVERSITETET I BERGEN,UIB,874789542,101,00,UoH-sektor,Universiteter,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Medisin og helsefag,"Basale medisinske, odont. og veterinærmed. fag","Basale med., odont. og veterinærmed. fag",0.0,0.0,4850000.0,0.0,
145989,MR and Ultrasound for Improved Patient Care,,2002-01-11 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Det medisinske fakultet,NTNU,0,104,12,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Teknologi,Informasjons- og kommunikasjonsteknologi,Informasjons- og kommunikasjonsteknologi,0.0,0.0,5000000.0,0.0,
145990,Centre for integrated cancer research (CICR),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Det medisinske fakultet,NTNU,0,104,12,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Medisin og helsefag,"Basale medisinske, odont. og veterinærmed. fag",Medisinsk molekylærbiologi,0.0,0.0,19900000.0,0.0,
145991,The Trondheim Neuroendocrine Tumour Group,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Det medisinske fakultet,NTNU,0,104,12,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Medisin og helsefag,"Basale medisinske, odont. og veterinærmed. fag",Human og veterinærmed. fysiologi,0.0,0.0,9000000.0,0.0,
145992,Centre for the Study of Sustainable Development Policy (CSSDP),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Senter for utvikling og miljø (SUM),UIO,0,102,01,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig innen samfunnsvitenskap,0.0,0.0,142200000.0,0.0,
145993,"Centre for the Biology of Memory, CBM/ Senter for hukommelsesbiologi",,2002-01-11 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2012,Avsluttet,2002,2013,MANN,Organisasjon,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,NTNU,974767880,104,00,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Psykologi,Biologisk psykologi,22.36,28.71,114500000.0,96500000.0,Edvard Ingjald Moser
145994,Establishing a bioinformatics unit - a motor for pharmacogenomic and functional genomics research,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,DET MEDISINSKE FAKULTET,UIO,0,102,12,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Medisin og helsefag,"Basale medisinske, odont. og veterinærmed. fag",Diverse medisin/helse (2003),0.0,0.0,0.0,0.0,
145995,Effects of long-term low-level exposures of xenobiotic in marine food webs,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,INTERNATIONAL RESEARCH INSTITUTE OF STAVANGER AS,IRIS,988944459,706,11,Instituttsektor,Teknisk-industrielle institutter,Stavanger,1103,Rogaland,11,Agder og Rogaland,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Matematikk/naturvitenskap - tverrfaglig,Tverr/flerfaglig innen matematikk og naturvitenskap,0.0,0.0,165000000.0,0.0,
145997,Centre for environmental impact assessments of trace metals and radionuclides,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,KVINNE,Organisasjon,NORGES MILJØ- OG BIOVITENSKAPELIGE UNIVERSITET (NMBU),NMBU,969159570,105,00,UoH-sektor,Universiteter,Ås,3218,Akershus,32,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Matematikk/naturvitenskap - tverrfaglig,Tverr/flerfaglig mat.nat og andre fagområder,0.0,0.0,176500000.0,0.0,
145998,SARVVIS - Arctic Research Centre on Reindeer Husbandry and Resource Management,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,UNIVERSITETET I TROMSØ - NORGES ARKTISKE UNIVERSITET,UIT,970422528,103,00,UoH-sektor,Universiteter,Tromsø,5501,Troms - Romsa - Tromssa,55,Nord-Norge,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Landbruks- og fiskerifag,Landbruksfag,Landbruksfag,0.0,0.0,150800000.0,0.0,
145999,CoE in Isolation and characterization of bio-active peptides,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Pediatrisk forskningsinstitutt,UIO,0,501,10,Helseforetak,Helse Sør-Øst RHF,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Medisin og helsefag,"Basale medisinske, odont. og veterinærmed. fag",Medisinsk biokjemi,0.0,0.0,0.0,0.0,
146002,CEWICOM - Center for Wireless Communications,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Universitetssenteret på Kjeller,UNIK,0,930,19,Øvrige,Øvrige andre,Lillestrøm,3205,Akershus,32,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Teknologi,Informasjons- og kommunikasjonsteknologi,Informasjons- og kommunikasjonsteknologi,0.0,0.0,182500000.0,0.0,
146003,"Bjerknes Center for Climate Research, BCCR/Bjerknessenteret",,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2012,Avsluttet,2003,2013,MANN,Organisasjon,UNI KLIMA,UNI,0,705,27,Instituttsektor,Miljøinstitutter,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Geofag,Geofag,87.1,45.12,239000000.0,173500000.0,Eystein Jansen
146004,Centre for Conservation Biology,,2002-01-11 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Institutt for biologi,NTNU,0,104,15,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Basale biofag,Basale biofag,0.0,0.0,18400000.0,0.0,
146005,"Center for Quantifiable Quality of Service in Communication Systems, Q2S/Senter for kvantiserbar tjenestekvalitet i kommunikasjonssystemer",,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2012,Avsluttet,2002,2013,MANN,Organisasjon,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,NTNU,974767880,104,00,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Teknologi,Informasjons- og kommunikasjonsteknologi,Informasjons- og kommunikasjonsteknologi,146.56,47.73,181000000.0,120000000.0,Svein Johan Knapskog
146006,Centre for Integrated Fluid Earth Studies (CIFES),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,DET MATEMATISK-NATURVITENSKAPELIGE FAKULTET,UIO,0,102,15,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Matematikk/naturvitenskap - tverrfaglig,Fellesfag naturvitenskap og matematikk (2003),0.0,0.0,192400000.0,0.0,
146007,Acoustic research centre,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2012,Vurderes,2002,2012,MANN,Organisasjon,Fakultet for inftekn. matematikk og elektronikk,NTNU,0,104,21,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Teknologi,Informasjons- og kommunikasjonsteknologi,Informasjons- og kommunikasjonsteknologi,0.0,0.0,94690000.0,0.0,
146008,"NOCO: NOmadic COmputing for virtual organizations - mobile, distributed and multimedia ICT applications",,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,NTNU,974767880,104,00,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Teknologi,Informasjons- og kommunikasjonsteknologi,Informasjons- og kommunikasjonsteknologi,0.0,0.0,113900000.0,0.0,
146009,International Centre of Applied Information Theory in Trondheim (ICAPITT),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Fakultet for inftekn. matematikk og elektronikk,NTNU,0,104,21,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Teknologi,Informasjons- og kommunikasjonsteknologi,Informasjons- og kommunikasjonsteknologi,0.0,0.0,184000000.0,0.0,
146012,"Center for the Study of Civil War,  CSCW/Senter for borgerkrigsstudier",,2002-01-11 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2003,2012,Avsluttet,2003,2013,MANN,Organisasjon,INSTITUTT FOR FREDSFORSKNING STI,PRIO,847353732,702,18,Instituttsektor,Nasjonale samfunnsvitenskapelige institutter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Statsvitenskap og organisasjonsteori,Statsvitenskap og organisasjonsteori,9.5,5.14,117210000.0,90000000.0,Scott Gates
146013,UiO - Centre for Longitudinal Studies in Special Needs Education on Habilitation (CLSEH) (arkiv 2001/01150),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Institutt for spesialpedagogikk,UIO,0,102,20,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Pedagogiske fag,Spesialpedagogikk,0.0,0.0,138545000.0,0.0,
146014,UiO - CoE Transformation of European Governance - Dynamics and Legitimacy in European Governance (arkiv 2001/01145),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,DET SAMFUNNSVITENSKAPELIGE FAKULTET,UIO,0,102,10,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig innen samfunnsvitenskap,0.0,0.0,181000000.0,0.0,
146015,UiO - Center of Ancient Philosophy (arkiv 2001/01132),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,DET HUMANISTISKE FAKULTET,UIO,0,102,14,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Humaniora,Filosofiske fag,Filosofi,0.0,0.0,85074215.0,0.0,
146018,UiB - CoE Language and Text Technology (arkiv 2001/01095),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,UNIVERSITETET I BERGEN,UIB,874789542,101,00,UoH-sektor,Universiteter,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Humaniora,Språkvitenskapelige fag,Datalingvistikk/språkteknologiske fag,0.0,0.0,73800000.0,0.0,
146022,"UiB/LOS - For studies in Democracy, Knowledge and Technology (arkiv 2001/01108)",,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Uni Rokkansenteret,UNI,0,702,03,Instituttsektor,Nasjonale samfunnsvitenskapelige institutter,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig innen samfunnsvitenskap,0.0,0.0,138000000.0,0.0,
146023,Center for Ocean Storage of CO2,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,STIFTELSEN NANSEN SENTER FOR MILJØ OG FJERNMÅLING,NERSC,943432449,705,01,Instituttsektor,Miljøinstitutter,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Geofag,Geofag,0.0,0.0,86000000.0,0.0,
146024,Norwegian Center for Acoustical Oceanography - NACOUS,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,STIFTELSEN NANSEN SENTER FOR MILJØ OG FJERNMÅLING,NERSC,943432449,705,01,Instituttsektor,Miljøinstitutter,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Geofag,Geofag,0.0,0.0,140000000.0,0.0,
